province,place,activity,description,primary_type,sub_types
Thừa Thiên Huế,Suối khoáng nóng Alba Thanh Tân,Tắm suối khoáng nóng; chơi Zipline; leo núi dây thừng,"Alba Thanh Tân là khu nghỉ dưỡng kết hợp chăm sóc sức khỏe nổi tiếng với nguồn nước khoáng tự nhiên từ lòng núi. Tại đây, du khách không chỉ được thư giãn trong các bể khoáng nóng mà còn có thể thử thách bản thân với các trò chơi mạo hiểm trên cao.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Mạo hiểm - Trải nghiệm
Thừa Thiên Huế,Khu du lịch sinh thái Pârle,Tắm suối thiên nhiên; thưởng thức ẩm thực dân tộc Pa Cô,"Pârle là khu nghỉ dưỡng sinh thái hoang sơ tại huyện A Lưới, nổi tiếng với hai hồ bơi tự nhiên có sức chứa lớn. Không gian mát mẻ giữa rừng già và những món đặc sản vùng cao mang lại cảm giác giải phóng năng lượng tuyệt vời.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Văn hóa
Quảng Nam,Khu nghỉ dưỡng sinh thái hồ Phú Ninh,Đi du thuyền trên hồ; cắm trại; tắm khoáng nóng,"Được mệnh danh là 'Hòn ngọc xanh' của xứ Quảng, hồ Phú Ninh sở hữu không gian yên bình với hàng chục đảo nhỏ. Đây là điểm đến nghỉ dưỡng lý tưởng để du khách chèo thuyền kayak, câu cá và tận hưởng dịch vụ tắm khoáng nóng thư giãn.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Quảng Nam,Khu du lịch Cổng Trời Đông Giang,Tham quan thác nước; trải nghiệm văn hóa Cơ Tu; nghỉ dưỡng giữa rừng,"Cổng Trời Đông Giang là tổ hợp du lịch sinh thái mới nổi với hệ thống hang động, thác nước hùng vĩ và các khu resort cao cấp nép mình bên sườn núi. Nơi đây mang lại không gian nghỉ dưỡng trong lành và cơ hội khám phá bản sắc dân tộc vùng biên.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Văn hóa
Quảng Nam,Khu nghỉ dưỡng Silk Sense Hội An,Nghỉ dưỡng không rác thải nhựa; học làm thảo dược,"Silk Sense là resort tiên phong về du lịch bền vững tại Hội An, nằm bên dòng sông Cổ Cò thơ mộng. Du khách sẽ được trải nghiệm cuộc sống xanh, thư giãn tại hồ bơi muối biển và tham gia các lớp học về thảo dược hữu cơ.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Đà Nẵng,Suối khoáng nóng núi Thần Tài,Tắm bùn khoáng; xem đấu trường bùn; vui chơi công viên nước,Công viên suối khoáng nóng Núi Thần Tài mang lại trải nghiệm nghỉ dưỡng khác biệt với cái lạnh của Bà Nà và cái nóng của biển. Du khách sẽ được tận hưởng liệu pháp 'tắm tiên' Onsen kiểu Nhật và các trò chơi giải trí đẳng cấp.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Đà Nẵng,Khu du lịch sinh thái Lái Thiêu,Cắm trại dã ngoại; hái trái cây miệt vườn,Lái Thiêu Đà Nẵng là khu du lịch mang phong vị miền Tây giữa lòng miền Trung với những vườn cây ăn trái trĩu quả. Đây là địa điểm nghỉ dưỡng cuối tuần yêu thích của các gia đình để tổ chức picnic và cho trẻ em trải nghiệm làm nông dân.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Quảng Ngãi,Khu du lịch sinh thái Thiên Đàng,Tắm biển; dạo bộ rừng dương; nghỉ dưỡng biệt thự,"Nằm tại bãi biển Khe Hai, khu du lịch Thiên Đàng sở hữu bãi cát trắng mịn và không gian yên tĩnh tách biệt. Đây là nơi lý tưởng để 'đi trốn' khỏi phố thị, lắng nghe tiếng sóng vỗ và tận hưởng hải sản tươi ngon vùng đất Quảng.",Giải trí - Nghỉ dưỡng,Biển Đảo
Bình Định,Khu du lịch Cửa Biển,Chèo chèo thuyền; chơi trò chơi vận động; dã ngoại gia đình,"Seagate Park (Cửa Biển) là công viên giải trí nằm sát mép biển Quy Nhơn với nhiều trò chơi ngoài trời như leo núi nhân tạo, bắn cung. Không gian mở lộng gió biển mang lại cảm giác sảng khoái và tràn đầy năng lượng.",Giải trí - Nghỉ dưỡng,Mạo hiểm - Trải nghiệm
Phú Yên,Khu nghỉ dưỡng St. Elias (Bãi Tràm),Nghỉ dưỡng biệt thự riêng tư; tắm biển hoang sơ,"Bãi Tràm là một trong những khu nghỉ dưỡng biệt lập bậc nhất Phú Yên với các villa nằm dọc bờ biển hoang sơ. Du khách sẽ được tận hưởng sự riêng tư tuyệt đối, hòa mình vào làn nước trong vắt và ngắm nhìn những rặng dừa xanh ngắt.",Giải trí - Nghỉ dưỡng,Biển Đảo
Khánh Hòa,Suối khoáng nóng I-Resort,Tắm bùn khoáng nóng; massage thủy liệu pháp; vui chơi công viên nước,"I-Resort Nha Trang có thiết kế kiến trúc mộc mạc từ lá dừa và đá, tạo cảm giác gần gũi với thiên nhiên. Các gói tắm bùn khoáng nóng và hồ bơi vô cực tại đây là giải pháp phục hồi sức khỏe tuyệt vời sau những ngày làm việc.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Khánh Hòa,Khu du lịch Waterland Suối Thạch Lâm,Chèo xuồng vượt thác; bắn súng sơn; dã ngoại ven suối,Đây là khu vui chơi giải trí sinh thái lý tưởng cho giới trẻ với dòng suối mát lạnh chảy qua các ghềnh đá. Du khách có thể trải nghiệm cảm giác mạnh khi chèo xuồng cao su vượt thác hoặc tổ chức các buổi tiệc nướng dã ngoại ngoài trời.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Ninh Thuận,Khu du lịch Tanyoli,Trải nghiệm cuộc sống du mục; ngủ lều Mông Cổ; lái xe địa hình,"Tanyoli được ví như một tiểu sa mạc thu nhỏ với những căn lều thảo nguyên rực rỡ. Du khách sẽ được hóa thân thành dân du mục, cưỡi ngựa, bắn cung và chinh phục những đồi cát nắng gió bằng xe môtô địa hình cực kỳ phấn khích.",Giải trí - Nghỉ dưỡng,Mạo hiểm - Trải nghiệm
Bình Thuận,Khu nghỉ dưỡng Azerai Ke Ga Bay,Nghỉ dưỡng sang trọng; ngắm hải đăng Kê Gà từ xa,"Nằm bên bờ biển vắng lặng của vùng Kê Gà, resort này mang vẻ đẹp tinh tế, tối giản và tĩnh mịch. Đây là nơi du khách tìm về để thực hành yoga, thiền định và tận hưởng những bữa tối lãng mạn dưới ánh hoàng hôn biển.",Giải trí - Nghỉ dưỡng,Biển Đảo
Bà Rịa - Vũng Tàu,Minera Hot Springs Bình Châu,Tắm khoáng rừng; luộc trứng bằng nước khoáng nóng; dạo bộ rừng tràm,Minera Bình Châu là khu nghỉ dưỡng khoáng nóng đẳng cấp thế giới nằm giữa rừng nguyên sinh. Du khách có thể trải nghiệm các hồ ngâm khoáng đa dạng và thưởng thức trứng luộc lòng đào thơm ngon từ nguồn khoáng tự nhiên.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Bà Rịa - Vũng Tàu,The Grand Ho Tram Strip,Chơi golf; xem trình diễn nhạc nước; nghỉ dưỡng resort 5 sao,"Ho Tram Strip là tổ hợp nghỉ dưỡng giải trí sang trọng bậc nhất miền Nam với casino, sân golf đẳng cấp quốc tế. Du khách sẽ được tận hưởng không gian biển xanh ngắt, các show diễn nhạc nước rực rỡ và dịch vụ nghỉ dưỡng thượng lưu.",Giải trí - Nghỉ dưỡng,Biển Đảo
Đồng Nai,Khu du lịch Suối Mơ (Park),Tắm suối tự nhiên; chèo thuyền kayak; picnic bờ hồ,Suối Mơ (Đồng Nai) nổi tiếng với mặt hồ rộng lớn có làn nước trong vắt đến mức thấy cả cá bơi dưới đáy. Đây là địa điểm nghỉ mát cuối tuần hàng đầu để gia đình hòa mình vào thiên nhiên và tham gia các trò chơi dưới nước thú vị.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Đồng Nai,Khu du lịch sinh thái Cao Minh,Cắm trại ven hồ; đạp xe; tận hưởng không gian tĩnh lặng,"Được xây dựng bởi nghệ sĩ Cao Minh, khu du lịch mang phong cách đồng quê châu Âu với những ngôi gạch cổ và bãi cỏ xanh mướt. Đây là nơi lý tưởng để 'ngắt kết nối' với thế giới, đọc sách và tận hưởng sự bình yên.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Bình Dương,Khu du lịch sinh thái Thủy Châu,Tắm suối nhân tạo; dã ngoại gia đình,Thủy Châu thu hút du khách bởi dòng suối nhân tạo được thiết kế như thật với nước mát lạnh chảy qua các tầng đá. Không gian rợp bóng cây xanh tại đây rất phù hợp cho những buổi tiệc nướng dã ngoại cuối tuần gần Sài Gòn.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Tây Ninh,Khu du lịch quốc gia Núi Bà Đen,Đi cáp treo săn mây; tham quan quần thể chùa,"Núi Bà Đen là 'Nóc nhà Nam Bộ', điểm đến nghỉ dưỡng tâm linh kết hợp giải trí hiện đại. Hệ thống cáp treo đưa du khách lên đỉnh núi mát mẻ như Đà Lạt, nơi có những vườn hoa rực rỡ và bức tượng Phật Bà Tây Bổ Đà Sơn hùng vĩ.",Giải trí - Nghỉ dưỡng,Tâm linh
TP. Hồ Chí Minh,Khu du lịch BCR (Quận 9),Bắn súng sơn; chèo thuyền kayak; tắm hồ bơi sát sông,"BCR là địa điểm vui chơi vận động nổi tiếng của giới trẻ Sài thành. Với các trò chơi tập thể sôi động và hồ bơi vô cực nhìn ra sông Đồng Nai, nơi đây mang lại sự sảng khoái và gắn kết cho các nhóm bạn.",Giải trí - Nghỉ dưỡng,Mạo hiểm - Trải nghiệm
TP. Hồ Chí Minh,Khu nghỉ dưỡng An Lam Retreats Saigon River,Nghỉ dưỡng biệt thự ven sông; đi tàu cao tốc dạo sông,"An Lam Retreats mang lại không gian nghỉ dưỡng biệt lập và sang trọng ngay cạnh Sài Gòn. Du khách sẽ được cảm nhận nhịp sống chậm rãi ven sông, tận hưởng các liệu trình spa cao cấp và thưởng thức ẩm thực tinh tế.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Tiền Giang,Khu du lịch sinh thái Làng Yến,Chèo xuồng; tham gia trò chơi cảm giác mạnh trên sông,"Làng Yến là khu du lịch đa năng kết hợp giữa nghỉ dưỡng và các trò chơi vận động như lái xe địa hình, trượt cỏ. Không gian đậm chất sông nước miền Tây mang lại cảm giác thư giãn cho du khách.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Bến Tre,Khu du lịch Forever Green Resort,Nghỉ dưỡng miệt vườn cao cấp; đi du thuyền sông Tiền,"Forever Green Resort được ví như một hòn đảo xanh giữa lòng xứ dừa với thiết kế sang trọng hòa quyện vào thiên nhiên. Du khách có thể đi dạo trong vườn cây trái, câu cá giải trí và thưởng thức đờn ca tài tử đặc trưng.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Vĩnh Long,Khu du lịch Trường An,Nghỉ dưỡng ven sông Cổ Chiên; tắm hồ bơi; dạo bộ,"Trường An là khu du lịch lâu đời với khuôn viên rộng lớn, nhiều cây xanh và nằm ngay bên dòng sông thơ mộng. Đây là nơi nghỉ ngơi yên tĩnh, giúp du khách tận hưởng làn gió mát rượi từ sông Tiền và thưởng thức ẩm thực Nam Bộ.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Cần Thơ,Khu du lịch sinh thái Mỹ Khánh,Trải nghiệm làm điền chủ; xem đua heo; tắm mương,"Mỹ Khánh là 'Nam Bộ thu nhỏ' nơi du khách có thể hóa thân thành đại điền chủ ngày xưa, sống trong những ngôi nhà cổ và thưởng thức những bữa tiệc miệt vườn nhộn nhịp cùng các trò chơi dân gian vui nhộn.",Giải trí - Nghỉ dưỡng,Văn hóa;Ẩm thực
Hậu Giang,Khu du lịch sinh thái Kittyd & Minnied,Tham quan kiến trúc lâu đài châu Âu; chụp ảnh cổ tích,"Tọa lạc trong khuôn viên Đại học Võ Trường Toản, khu du lịch gây ấn tượng với các tòa lâu đài nguy nga mang đậm phong cách kiến trúc phương Tây. Đây là địa điểm lý tưởng để tham quan, vui chơi giải trí và chụp những bộ ảnh ấn tượng.",Giải trí - Nghỉ dưỡng,Văn hóa
Sóc Trăng,Khu du lịch sinh thái Hồ Bể,Tắm biển; dã ngoại rừng ngập mặn; ăn hải sản,"Hồ Bể là bãi biển hoang sơ nằm giữa rừng bần xanh mướt. Đây là nơi du khách tìm về sự tĩnh lặng, tổ chức các buổi picnic bên bờ cát và khám phá hệ sinh thái đất ngập nước ven biển độc đáo.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Bạc Liêu,Khu du lịch sinh thái Hồ Nam,Chơi golf; dạo bộ quanh hồ; nghỉ dưỡng bungalow,"Hồ Nam là resort kết hợp giải trí với không gian xanh mát và hồ nước trung tâm rộng lớn. Du khách có thể thử tài đánh golf, thư giãn tại các căn nhà bungalow gỗ xinh xắn và tận hưởng không khí trong lành vùng đất công tử Bạc Liêu.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Cà Mau,Khu du lịch sinh thái Mũi Cà Mau,Tham quan mốc tọa độ quốc gia; ngủ homestay rừng đước,"Nghỉ dưỡng tại Đất Mũi mang lại trải nghiệm thiêng liêng và gần gũi với thiên nhiên. Du khách sẽ được ngủ trong những ngôi nhà sàn giữa rừng ngập mặn, đi vỏ lãi xuyên rừng và đón bình minh tại điểm cực Nam Tổ quốc.",Giải trí - Nghỉ dưỡng,Văn hóa;Sinh thái - Thiên nhiên
Kon Tum,Khu du lịch sinh thái Măng Đen,Ngắm thác Pa Sỹ; hái dâu tây hữu cơ; vãn cảnh rừng thông,"Măng Đen là 'Đà Lạt của Bắc Tây Nguyên' với khí hậu ôn đới quanh năm. Du khách đến đây để thư giãn giữa đại ngàn rừng thông, thưởng thức món gà nướng cơm lam và hít thở bầu không khí trong lành tuyệt đối.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Gia Lai,Khu du lịch sinh thái Đồng Xanh,Tìm hiểu văn hóa các dân tộc Tây Nguyên; dạo bộ công viên,"Đồng Xanh được coi là một bảo tàng văn hóa ngoài trời với những mô hình nhà rông, nhà sàn và tượng tạc độc đáo. Đây là nơi tuyệt vời cho các chuyến dã ngoại gia đình và tìm hiểu về linh hồn của đại ngàn.",Giải trí - Nghỉ dưỡng,Văn hóa
Lâm Đồng,Khu du lịch Madagui,Trekking rừng già; chơi bắn súng sơn; ngủ lều,"Madagui là thiên đường cho những người yêu mạo hiểm và muốn nghỉ dưỡng giữa rừng già. Tại đây có các hoạt động như đu dây zipline, thám hiểm hang động động vật và không gian cắm trại chuyên nghiệp.",Giải trí - Nghỉ dưỡng,Mạo hiểm - Trải nghiệm
Lâm Đồng,Khu du lịch thác Damb'ri,Đi máng trượt xuyên rừng; xem biểu diễn cồng chiêng,Damb'ri là một trong những ngọn thác cao nhất Lâm Đồng. Du khách sẽ được trải nghiệm cảm giác mạnh trên hệ thống máng trượt dài bậc nhất và tận hưởng không gian nghỉ dưỡng mát mẻ giữa rừng nguyên sinh Bảo Lộc.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Sơn La,Khu nghỉ dưỡng cao cấp Phoenix Mộc Châu,Chơi golf trên cao nguyên; nghỉ dưỡng rừng thông,"Phoenix Mộc Châu nằm trọn trong rừng thông bản Áng, mang lại không gian sang trọng và khí hậu tuyệt vời. Đây là điểm đến cao cấp cho những ai muốn kết hợp chơi thể thao, nghỉ dưỡng và ngắm cảnh thung lũng hoa trắng.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Lào Cai,Khu du lịch cáp treo Fansipan Legend,Tham quan quần thể tâm linh; dạo vườn hoa ôn đới,"Sun World Fansipan Legend không chỉ là điểm chinh phục đỉnh cao mà còn là một khu nghỉ dưỡng văn hóa đẳng cấp. Du khách sẽ được dạo bước giữa rừng hoa đỗ quyên, ngắm thung lũng Mường Hoa và tận hưởng các show diễn nghệ thuật vùng cao.",Giải trí - Nghỉ dưỡng,Văn hóa
Yên Bái,Khu du lịch suối khoáng nóng Trạm Tấu,Tắm khoáng nóng giữa ruộng bậc thang; săn mây,Trạm Tấu sở hữu bể khoáng nóng tự nhiên với view nhìn thẳng ra những triền ruộng bậc thang hùng vĩ. Đây là trải nghiệm nghỉ dưỡng 'siêu thực' giúp du khách thư giãn tối đa giữa mây ngàn và núi biếc.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Hòa Bình,Avana Retreat,Nghỉ dưỡng biệt lập giữa thung lũng; tắm thác tự nhiên,"Avana Retreat là khu nghỉ dưỡng cao cấp nằm ẩn mình giữa những nương rẫy và thác nước của Mai Châu. Du khách sẽ được tận hưởng sự riêng tư tuyệt đối, thư giãn tại spa ven suối và trải nghiệm văn hóa dân tộc Thái tinh tế.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Phú Thọ,Khu nghỉ dưỡng khoáng nóng Thanh Thủy,Tắm khoáng nóng lưu huỳnh; nghỉ dưỡng villa,"Thanh Thủy nổi tiếng với nguồn nước khoáng nóng có hàm lượng vi chất cao, tốt cho da và sức khỏe. Các khu resort tại đây được đầu tư hiện đại, là điểm nghỉ dưỡng chăm sóc sức khỏe hàng đầu miền Bắc.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Thái Nguyên,Khu du lịch hồ Núi Cốc,Đi thuyền tham quan hang động; xem nhạc nước; vui chơi công viên,"Hồ Núi Cốc là trung tâm giải trí lớn gắn liền với huyền thoại chàng Cốc và nàng Công. Du khách sẽ được thỏa sức vui chơi tại công viên nước, tham quan các động huyền thoại và tận hưởng không khí mát mẻ bên hồ.",Giải trí - Nghỉ dưỡng,Văn hóa
Vĩnh Phúc,Flamingo Đại Lải Resort,Nghỉ dưỡng kiến trúc xanh; chơi golf; tham quan nghệ thuật,"Được mệnh danh là resort xanh nhất hành tinh, Flamingo Đại Lải mang lại không gian nghỉ dưỡng thượng lưu với các biệt thự phủ đầy cây xanh và bảo tàng nghệ thuật đương đại ngoài trời đầy ấn tượng.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Tuyên Quang,Khu nghỉ dưỡng khoáng nóng Mỹ Lâm,Tắm khoáng nóng bùn; trị liệu sức khỏe,"Suối khoáng Mỹ Lâm là nguồn khoáng nóng tốt nhất miền Bắc Việt Nam. Khu nghỉ dưỡng tại đây cung cấp các dịch vụ trị liệu bài bản, giúp du khách phục hồi thể lực và tận hưởng kỳ nghỉ yên bình giữa thiên nhiên xanh mướt.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Lạng Sơn,Khu du lịch Mẫu Sơn,Nghỉ dưỡng khí hậu ôn đới; thưởng thức chè tuyết sơn,Mẫu Sơn là vùng núi cao lý tưởng để nghỉ mát vào mùa hè và săn tuyết vào mùa đông. Những biệt thự cổ kiểu Pháp và không gian mây mù bao phủ mang lại cảm giác hoài cổ và thư thái lạ kỳ.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Quảng Ninh,Legacy Yên Tử - MGallery,Nghỉ dưỡng kiến trúc cung đình cổ; thiền tịnh; yoga,"Legacy Yên Tử là một kiệt tác kiến trúc tái hiện không gian hoàng cung thời Trần. Du khách sẽ được đắm mình trong không gian tâm linh huyền bí, thực hành thiền định và tìm lại sự cân bằng trong tâm hồn.",Giải trí - Nghỉ dưỡng,Tâm linh
Quảng Ninh,Sun World Ha Long Complex,Vui chơi công viên rồng; đi cáp treo Nữ Hoàng; tắm biển,Đây là tổ hợp giải trí hàng đầu miền Bắc với những trò chơi cảm giác mạnh đẳng cấp thế giới và tuyến cáp treo ngắm toàn cảnh vịnh Hạ Long. Một điểm đến không thể bỏ qua cho kỳ nghỉ gia đình sôi động.,Giải trí - Nghỉ dưỡng,Biển Đảo
Thanh Hóa,FLC Samson Beach & Golf Resort,Nghỉ dưỡng bể bơi nước mặn; chơi golf; tắm biển,FLC Sầm Sơn mang lại không gian nghỉ dưỡng sang trọng với hệ thống bể bơi nước mặn lớn nhất Việt Nam. Đây là trung tâm du lịch sầm uất giúp du khách kết hợp nghỉ mát biển và trải nghiệm các tiện ích giải trí cao cấp.,Giải trí - Nghỉ dưỡng,Biển Đảo
Hà Tĩnh,Khu du lịch sinh thái Hải Thượng,Nghỉ dưỡng chăm sóc sức khỏe; tắm bùn khoáng,"Nằm trong khu di tích danh y Lê Hữu Trác, khu du lịch Hải Thượng kết hợp giữa nghỉ dưỡng và y học cổ truyền. Du khách sẽ được tư vấn sức khỏe, ngâm mình trong bùn khoáng và tận hưởng không gian yên bình vùng núi Hương Sơn.",Giải trí - Nghỉ dưỡng,Văn hóa
Quảng Bình,Khu du lịch sinh thái suối nước Moọc,Chèo thuyền kayak; nhảy cầu treo xuống suối; dã ngoại,"Suối Moọc hiện ra như một viên ngọc xanh giữa rừng già Phong Nha. Du khách sẽ được tận hưởng làn nước mát lạnh róc rách, tham gia các trò chơi vận động dưới nước và thưởng thức đặc sản gà rừng nướng.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Nghệ An,Khu du lịch Mường Thanh Safari Diễn Lâm,Tham quan vườn thú; vui chơi công viên nước; nghỉ dưỡng,"Safari Diễn Lâm là vườn thú hoang sơ lớn nhất khu vực Bắc Trung Bộ với nhiều loài động vật quý hiếm. Kết hợp cùng khu resort biệt thự ven hồ, nơi đây mang lại kỳ nghỉ gia đình trọn vẹn và đầy thú vị.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Quảng Ninh,Khu nghỉ dưỡng Yoko Onsen Quang Hanh,Tắm khoáng nóng chuẩn Nhật; xông hơi; nghỉ dưỡng villa gỗ,Yoko Onsen Quang Hanh là khu nghỉ dưỡng suối khoáng trị liệu phong cách Nhật Bản nằm giữa thung lũng xanh mướt ven biển Cẩm Phả. Du khách sẽ được trải nghiệm các bể tắm Onsen cao cấp giúp phục hồi sức khỏe và tận hưởng không gian kiến trúc Phù Tang tĩnh mịch.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Biển Đảo
Quảng Ninh,Đảo Thẻ Vàng,Cắm trại ven biển; câu cá; dã ngoại sinh thái,"Đảo Thẻ Vàng là một hòn đảo xanh nằm trên vịnh Bái Tử Long, được đầu tư như một khu nghỉ dưỡng sinh thái hoang sơ. Đây là nơi lý tưởng để du khách lánh đời, dạo bước giữa rừng thông ven biển và thưởng thức hải sản tươi rói.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Quảng Ninh,Khu du lịch quốc tế Tuần Châu,Xem trình diễn cá heo; vui chơi công viên giải trí; tắm biển,Tuần Châu là đảo ngọc giải trí sầm uất với hệ thống cảng du thuyền hiện đại và các khu vui chơi quy mô. Du khách có thể tận hưởng các show diễn nhạc nước rực rỡ và nghỉ dưỡng tại các khách sạn cao cấp sát mép nước.,Giải trí - Nghỉ dưỡng,Biển Đảo;Văn hóa
Hải Phòng,Hòn Dấu Resort,Tắm hồ bơi nước mặn; trượt nước; dạo đồi Đà Lạt thu nhỏ,"Hòn Dấu Resort nằm sát mũi Đồ Sơn, nổi tiếng với hồ bơi tạo sóng lớn nhất Việt Nam và khu vườn tùng bách xanh mướt. Đây là điểm nghỉ dưỡng gia đình lý tưởng với sự kết hợp giữa biển xanh và không gian đồi núi thơ mộng.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Thanh Hóa,Paracel Resort Hải Tiến,Nghỉ dưỡng biển; chơi trò chơi cảm giác mạnh; tắm hồ bơi,"Nằm bên bãi biển Hải Tiến hoang sơ, Paracel Resort mang phong cách kiến trúc tân cổ điển sang trọng. Du khách có thể thỏa sức vui chơi tại công viên nước nội khu và tận hưởng những buổi chiều đi dạo trên bờ cát dài mịn màng.",Giải trí - Nghỉ dưỡng,Biển Đảo
Nghệ An,Bãi Lữ Resort,Nghỉ dưỡng giữa rừng thông ven biển; tắm biển; leo núi,"Bãi Lữ là nơi núi lấn ra biển tạo nên cảnh quan kỳ thú với một bên là rừng thông rì rào, một bên là sóng vỗ mạn thuyền. Khu nghỉ dưỡng tại đây mang lại sự yên tĩnh tuyệt đối, phù hợp cho những chuyến nghỉ dưỡng chữa lành tâm hồn.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Hà Tĩnh,Vinpearl Cửa Sót,Vui chơi công viên nước; nghỉ dưỡng villa ven biển; chơi trò chơi mạo hiểm,Vinpearl Cửa Sót là tổ hợp nghỉ dưỡng giải trí lớn nhất Hà Tĩnh với công viên nước hiện đại ngay sát bờ biển Xuân Hải. Du khách sẽ được tận hưởng dịch vụ cao cấp và những giây phút vui chơi phấn khích cùng gia đình.,Giải trí - Nghỉ dưỡng,Biển Đảo;Mạo hiểm - Trải nghiệm
Quảng Bình,Gold Coast Hotel Resort & Spa,Tắm bùn khoáng ven biển; spa trị liệu; nghỉ dưỡng,"Gold Coast nằm bên bờ biển Bảo Ninh yên bình, nổi tiếng với dịch vụ xông hơi đá muối và tắm bùn khoáng cao cấp. Đây là địa điểm nghỉ dưỡng thiên về chăm sóc sức khỏe, giúp du khách thư giãn hoàn toàn sau chuyến khám phá hang động.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Thừa Thiên Huế,Vedana Lagoon Resort,Nghỉ dưỡng villa trên mặt nước; tập Yoga; chèo thuyền,"Vedana Lagoon nằm bên đầm phá Tam Giang nhưng chỉ cách biển một quãng ngắn, nổi tiếng với các căn villa xây trên cọc gỗ giữa mặt nước. Không gian tĩnh lặng như tờ nơi đây là thiên đường cho những ai muốn thiền định và nghỉ ngơi.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Biển Đảo
Thừa Thiên Huế,Khu du lịch sinh thái rừng ngập mặn Rú Chá,Đi thuyền gỗ ngắm cảnh; dã ngoại chụp ảnh; xem chim,"Dù là rừng ngập mặn ven biển, Rú Chá đang trở thành điểm nghỉ dưỡng dã ngoại nổi tiếng nhờ vẻ đẹp ma mị của cây chá cổ thụ. Du khách đến đây để hít thở khí trời trong lành và tận hưởng sự yên bình của hệ sinh thái nước lợ.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Biển Đảo
Đà Nẵng,InterContinental Danang Sun Peninsula,Nghỉ dưỡng sang trọng trên sườn núi; ngắm biển bán đảo Sơn Trà,"Được mệnh danh là nơi 'huyền thoại giao thoa giữa biển và đất', resort này nằm ẩn mình trên những vách đá của bán đảo Sơn Trà. Du khách sẽ được tận hưởng dịch vụ 6 sao và ngắm nhìn loài voọc chà vá chân nâu từ ban công phòng nghỉ.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Đà Nẵng,Khu du lịch Mikazuki Japanese Resorts,Tắm khoáng nóng chuẩn Nhật; vui chơi công viên nước trong nhà,"Mikazuki mang tinh hoa văn hóa Nhật Bản đến vịnh Đà Nẵng với hệ thống hồ bơi trượt nước quy mô và khu Onsen đẳng cấp. Đây là địa điểm nghỉ dưỡng giải trí bốn mùa, bất kể thời tiết nắng hay mưa.",Giải trí - Nghỉ dưỡng,Biển Đảo;Văn hóa
Quảng Nam,Vinpearl Resort & Golf Nam Hội An,Vui chơi VinWonders; chơi golf; nghỉ dưỡng biển,"Đây là tổ hợp nghỉ dưỡng giải trí đa năng với khu vui chơi chủ đề, công viên nước và sân golf ven biển. Du khách sẽ có một kỳ nghỉ tràn đầy năng lượng với các hoạt động từ sáng đến đêm.",Giải trí - Nghỉ dưỡng,Biển Đảo;Mạo hiểm - Trải nghiệm
